Platform,Month,url,טקסט,Author,topic,likes,comments,shares,"interactions",views
לינקדאין,Mar-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-asktheexperts-activity-6781545245894053889-JAYV,"כשהייתי כתבת נוער במעריב לנוער, היתה לי מחברת עבת כרס עם המון מספרי טלפון של מפורסמים. בחגים או אירועים מיוחדים, היינו יושבים במערכת העיתון ברחוב קרליבך בתל אביב, ומתקשרים אליהם לראיון קצר בהפתעה. ממש כמו פרויקט ה""מה נשתנה?"" שבתמונה. אני זוכרת את הפרפרים בבטן על רקע צליל החיוג. באיזה מצב רוח אני תופסת אותם? מה להגיד כדי שיזרמו איתי ולא ישטפו אותי? את התשובות שלהם, הייתי כותבת מילה במילה במחברת העבה שלי ולבסוף מעבדת אותן לכדי כתבה. אז מה נשתנה? 25 שנים אחרי, אני עדיין מתקשרת לאנשים ברמה יום יומית, כחלק מהעבודה שלי באינטל. משתמשת באותם כישורים כדי לרתום אותם ולגרום להם להשקיע בי זמן וללמד אותי. אני עדיין כותבת את התובנות במחברת Onenote ומעבדת אותן למסמכי תיעוד לשימוש עתידי ולשיתוף עם כל המעוניין. באירגון, לכל אדם יש מאגר מידע בראש. מנסיוני, רובם ישמחו לענות, לשתף וללמד. אז אל תהיו זה שאינו יודע לשאול. חג פסח שמח 🌻",Efrat Kadosh,תרבות ארגונית,89,5,,"94",7795
לינקדאין,Mar-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-ai-activity-6774248086161125376-zQgu,"את לא מרגישה אשמה שאת עובדת בתחום שגורם לאנשים רבים לאבד את עבודתם? הפתיע אותי תלמיד י""ב מבית ספר בויאר בירושלים, בהרצאה שהעברתי להם על בינה מלאכותית בכלל ועל היישומים שלנו באינטל. אני מאמינה גדולה בהתקדמות טכנולוגית. היא דורשת מאיתנו להיות דינמיים, ללמוד כל הזמן ולהסתגל למציאויות המשתנות בקצבים גבוהים, והיא גם מביאה איתה הרבה טוב לעולם. זה נכון שיש מקצועות שיעלמו כמו נהגי מונית וקופאים בסופר, ממש כמו שנעלמו מקצועות שהיו לפני 100 שנים וכמו מקצועות שהפכו פתאום ללא רלוונטיים בתקופת הקורונה. אבל נוצרים גם מקצועות חדשים. כאלו שלא דמיינו אותם לפני 20 שנה: מנהלי מותג דיגיטלי, מובילי קהילות, יועצי אנרגיה ירוקה ומומחי מימון המונים. הטכנולוגיה מאלצת חלק מהאנשים לשנות כיוון, אך היא גם עוזרת באיבחון מחלות, מונעת תאונות דרכים ומשפרת את איכות החיים של בעלי צרכים מיוחדים. הדיון הסוער בכיתה נקטע בשל אילוצי זמן. הרגשתי פיספוס שזו התחושה שהתלמיד יצא איתה. הזמנתי אותו להמשיך את הדיון בפרטי. מקווה שייצור קשר.",Efrat Kadosh,טכנולוגי,77,16,,"93",4980
לינקדאין,Mar-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-failfast-activity-6776817343185072128-MgDv,"נכשלתי קיבלתי 42 במבחן הראשון בפיזיקה בכיתה ט'. זאת היתה הפעם הראשונה שנכשלתי במבחן. יש מצב שזה הציון הראשון שלי מתחת ל 80 (כן. הייתי חננת על). המבחן היה קשה, המורה לא הסבירה טוב את החומר. אבל איפה אני פה? בשבועות האחרונים התקבלה החלטה שפרויקט שהובלתי במשך שנה, לא עולה לאוויר. בדיעבד, זה קל להגיד שהיו נורות אדומות והכתובת היתה על הקיר. אבל כשאתה מושקע עמוק בפרויקט, אתה רוצה לעשות הכל כדי לגרום לו להצליח. הנתונים לא היו טובים, לוחות הזמנים היו נגדינו. אבל איפה אני פה? אז עשינו רטרוספקטיבה ברמת הצוות ועשיתי הרבה חשבון נפש ברמה האישית, כדי ללמוד מהטעויות ולוודא שאני לא חוזרת עליהן. המטרה בפרויקט הבא היא להצליח או להיכשל מוקדם. בפיזיקה נכשלתי מוקדם. מוקדם מאד. ובמהלך ארבעת שנות התיכון, נכשלתי עוד פעמים רבות בפיזיקה. אבל בניגוד לחוקי הפורמט, לא פרשתי. בבחינת הבגרות קיבלתי 91. אז מתי הנחישות משתלמת ומתי צריך לוותר?",Efrat Kadosh,תרבות ארגונית,54,24,,"78",2106
לינקדאין,Mar-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-womenintech-activity-6772189010338054144-FuxB,"וסט המשך לדיון ""מדוע נערות ממעטות להשתתף בשיעורים?"" (לינק בתגובה הראשונה) פגשתי את התלמידות. אכן שקטות. גם בקבוצה קטנה ואינטימית של 4 בנות. הן לא מדליקות מצלמות. זה לא מקובל והן לא בעניין. התחלתי בסבב היכרות קצר – שם ותחביב. ענו בקצרנות. המשכתי בשיתוף אישי מאד של סיפור ילדותי כולל תמונות. עלתה שאלה אחת תוך כדי. כנראה הקשיבו. ניסיתי לעורר דיון - שתיקה. ניסיתי להעלות שאלות לחלל האוויר - דומיה. הפניתי שאלות באופן אישי - אף מילה. המשכתי לספר על המסלול שלי ומה אני עושה בעבודה. מהי בינה מלאכותית ומה לעזאזל אנחנו עושים איתה. לפני שנפרדנו, ביקשתי שתחשובנה על נושאים לפרוייקט השנתי שלהן לקראת הפגישה בשבוע הבא. ושוב חוכמת ההמונים נחוצה פה: מה יגרום לבנות 15 לצאת ממיוט? מה יגרום להן להתעניין? לשתף? לשאול שאלות? כל רעיון להפעלה יתקבל בברכה",Efrat Kadosh,תרבות ארגונית,40,35,,"75",4012
לינקדאין,Mar-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-womanintech-activity-6778265525765074944-yisP,"כולנו רוצים עוד שעה ביום יש עוד מלא דברים שאנחנו רוצים להספיק: ספורט, תחביבים, זמן משפחה וחברים. אבל אם מתבטלת לכם פגישה של שעה ברגע האחרון, שירים יד מי שיעשה יוגה או הליכה בזמן הזה. עם יד על הלב, רובנו נתקתק עוד כמה משימות בעבודה, נעבור על מיילים או לכל היותר נשטוף כלים או נקפל כביסה. תודה לRona Kisilevitz ששמה לי מראה בהדרכת מובילות מעגלי נשים WIN באינטל שאירגנה Yeefah Ouriel. השבוע Mila Melamed ואני סובבנו את המראה לנשים במעגל שאנחנו מובילות. מהרגע שהעבודה נכנסה הביתה, אין שעות עבודה סטנדרטיות. זה לגיטימי לחסום את הקלנדר במהלך היום לזמן אישי, בדיוק כמו שזה לגיטימי להתחבר לפגישות עם ארה""ב בערב. בסיום הסשן, אחת הנשים במעגל שריינה זמן ליוגה, אחרת לפילאטיס והשאר לארוחת צהריים. כל כך בסיסי. אז פרגנו לעצמכם זמן לעשות את הדברים שעושים לכם טוב",Efrat Kadosh,תרבות ארגונית,65,9,,"74",4616
לינקדאין,Mar-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-rampup21-activity-6779850706984701952-WFA_,"אני מרכיבה פאזל אני לא יודעת בכמה חלקים מדובר אבל אני יודעת שהחלקים מפוזרים אצל הרבה אנשים. אם היינו יושבים מסביב לשולחן, כל אחד היה שם את החלקים שלו ודברים היו מתחברים מהר. אבל את רוב האנשים אני מכירה קצת (שיחות טלפון ווידאו), את חלקם פגשתי פעם אחת בלייב ואחרים אני לא מכירה כלל. אני בתפקיד 3 חודשים ואני חושבת שהשלמתי את המסגרת. אני מבינה כבר את הגוונים של התמונה ולמי לפנות עבור כל איזור בפאזל אבל רחוקה מלהשלים אותו. אף אחד לא מחביא חלקים. כולם רוצים לעזור וישמחו שאראה את התמונה המלאה. אבל זה לוקח זמן. למדתי לזהות את יודעי הכל. אלו שבשיחה של חצי שעה, עוזרים לי לחבר 20 חלקים. לא מחברים בעצמם אלא מכוונים אותי למקום הנכון. תוך כדי ההרכבה, אני חושבת לא פעם האם החלק באמת במקום הנכון. אולי אם אחבר אותו במקום אחר, תתקבל תמונה ברורה יותר. זה היתרון של מי שנמצא בתהליך ההרכבה, לפני שהוא מתקבע על התמונה. מקווה שבקרוב אחייך בגאווה כמו בני שהצליח להרכיב פאזל בסגר הראשון",Efrat Kadosh,תרבות ארגונית,47,7,,"54",2829
לינקדאין,Mar-21,https://www.linkedin.com/posts/efrat-kadosh-8411321_myintelstory-iamintel-womenday-activity-6775446216273608704-Ba2d,"3 weeks ago ""בא לי לקנות חמוצים ביתיים"" זרק בעלי משום מקום. באופן טבעי, ביצעתי חיפוש בקבוצת הוואטסאפ השכונתית. בטח גם לכם יש קבוצה יודעת כל שכזאת. הכלאה מושלמת בין דפי זהב ל""יצאת צדיק"". בשניה שלפתי 2 המלצות לחמוצים ביתיים מהחודשים האחרונים. חוכמת ההמונים - כמה כוח יש בזה בשבועות האחרונים התייעצתי איתכם, המונים יקרים שלי, כיצד לגרום לנערות שקטות לקחת חלק פעיל בשיעור בנושא בינה מלאכותית כחלק מתוכנית AI4Y של אינטל. שמחה לשתף שבעזרת ההמלצות שלכם הצלחתי! הכנתי חידון קאהוט שמציג 10 יישומים מחיי היומיום שלהן (נטפליקס, רשתות חברתיות, גוגל טרנסלייט ועוד) וביקשתי שיענו האם ביישום הזה יש שימוש ב AI (נכוו או לא נכון). הם נכנסו למוד משועשע ותחרותי, השתתפו, הקשיבו ושאלו שאלות. בקבוצה המעורבת בנים ובנות, ניצחה תלמידה 💃 ובקבוצת הבנות ניצחה התלמידה שהמיקרופון שלה לא עובד 🏆 את החמוצים הביתיים עוד לא הזמנו, אבל יש כיוון לפרויקט שנתי ב AI ✌️",Efrat Kadosh,טכנולוגי,37,4,,"41",2190
לינקדאין,Mar-21,https://www.linkedin.com/posts/gilly-rapoport-98b43992_myintelstory-acpaclactackacgacpadfack-womenintech-activity-6774789409742036992-gTEY,"עד לפני חצי שנה דיווחתי למורן שהיא האשה הכי מוכשרת אמביציונית חיה רעה לא רואה בעיניים מקצועית וחדה חברת אמת ובן אדם. למדתי ממנה בנוסף איך סירקולציה של רגשות צריכה להתבצע ואיך חושבים עד שמפצחים את הסיפור שנרצה לספר מורן מדווחת לקרן שהיא מהנדסת מוכשרת , רואה את האנשים, לא מתעסקת בבולשיט ושואלת שאלות קשות. עם עיניים טובות אבל בלי לוותר קרן מדווחת לאורלי, אורלי היא מהנדסת על מדויקת שכל משימה ברורה עבורה לא מוותרת על כלום קולה ישמע ליטרלי ותמיד בדברי טעם וחכמה. אצל אורלי מה שאתה רואה זה מה שאתה מקבל לטוב ולטוב. מהן עברתי למשימה זמנית אצל ורד, ורד היא האשה שפתחה לי לראשונה את הדלת באינטל, ראתה אותי מעבר למילים שאמרתי, נלחמה עלי לפני שבעצמי הבנתי על מה יש להלחם והיא פורצת דרך עם מח אנליטי ברור ויכולה להזיז הרים ולכבוש פסגות תוך כדי גיוס לדרך כל מי שעובר מולה. היום אני מדווחת לקלי, אותה אני עוד לא מכירה, קורונה והבדלי שעות וזה. ולפני זה קיבלתי שיעור מהילה ממנה למדתי לנצל כל יתרון שיש לי, על איפיון קהל יעד, על מקצועיות, גם למדתי שלפעמים את לא טובה במקום מסויים וזה לא אומר שום דבר עליך, או על המקום. שאפשר להפרד בהערכה והודיה. אני מוקפת נשים וגברים שזה עונג לעבוד איתם . אנחנו צוות ואנחנו טובים יחד בגלל שלא אכפת לנו מעבר למקצועיות למשימה ולאנשים שאנחנו. אבל לפעמים, בימים כמו אלו אני עוצרת ומונה את שרשרת הניהול והעמיתות הנשית שלי ורואה עתיד.",Gilly Rapoport,תרבות ארגונית,42,16,,"58",835
לינקדאין,Mar-21,https://www.linkedin.com/posts/gilly-rapoport-98b43992_%D7%90%D7%99%D7%A0%D7%98%D7%9C-%D7%9E%D7%A9%D7%A0%D7%94-%D7%90%D7%A1%D7%98%D7%A8%D7%98%D7%92%D7%99%D7%94-%D7%AA%D7%99%D7%99%D7%A6%D7%A8-%D7%A9%D7%91%D7%91%D7%99%D7%9D-%D7%92%D7%9D-%D7%A2%D7%91%D7%95%D7%A8-activity-6780788446274318336-ds-G,"אינטל תמיד היתה ידועה ביכולת שלה לתכנן ולבצע מעבדים באיכויות מטורפות. מעבדים חזקים, יציבים וטובים. מה שלא ידעו זה כמה היא מצטיינת בייצור. בכל השנים האלו מחלקות הייצור במפעלים השונים הרקיעו שחקים. פיתחו מתודות לייצור מסיבי, אמצעי מדידה ובקרה ובעיקר יכולות ייצור מתקדמות מדהימות. היום גם במפעלי הייצור של אינטל בעולם יש רוב של מנהלות ייצור ישראליות תותחיות, כנראה זה גם קשור... לפני כמה חודשים התחילו להספיד את עולם הייצור של אינטל עם הודעות של אינטל שיתחילו גם לייצר בחוץ. אבל כמו שכבר ציינתי בפוסטים קודמים אין מה להספיד כל כך מוקדם. אנחנו ראשונים בתחום הייצור גם כן. הנה הגיע המנכל החדש ושם זרקור על פעילות הייצור. יש חטיבה בינלאומית חדשה (שאני חלק ממנה) שמטרה היא ייעול הייצור של אינטל העולמית כדי לעמוד בביקושים הגבוהים . פט שם כסף כדי להגדיל את המפעלים החדשים הנבנים בכל העולם ואנחנו שם כדי לייעל אותם. זו לא המילה האחרונה שלי בנושא. אנחנו שם כדי לעמוד במשימה. גאים נרגשים וממוקדים.",Gilly Rapoport,טכנולוגי,43,9,,"52",2985
לינקדאין,Mar-21,https://www.linkedin.com/posts/gilly-rapoport-98b43992_myintelstory-iamintel-theoryofconstraints-activity-6779679083258232833-zT6c,"1w • 1 week ago למה האחרונים תמיד בסוף, ככה אבא שלי אמר כל פעם בכל טיול מאז קראתי את הספר 'המטרה' של גולדרט הבנתי שזה ממש לא חייב להיות ככה. בספר, שהוא התורה של מהנדסי הייצור , מתואר הסיפור של הארבי, הוא הילד הזה שבטיול משתרך מאחור שכל פעם שכולם עושים הפסקה זה כדי לחכות לו, אבל הוא זה שמתקשה ולו אין הפסקות כי הוא תמיד מגיע בסופן. הדרך הטובה להתמודד עם זה לפי גולדרט זה למקם את הארבי ראשון, אסור לעקוף אותו. ככה הארבי זוכה להפסקות אבל חשוב מזה- ככה הקבוצה הולכת יחד, ככה הקבוצה מדרבנת את הארבי להשתפר. ככה גם בספר וגם בחיים יש לנהוג בקו ייצור- למצוא את נקודת הכשל, החוליה החלשה, הכלי עם הקיבולת הכי נמוכה ולהכפיף את הייצור בשאר הכלים לקצב שלו, גם כדי לעזור לאותו כלי הארבי למצות את הפוטנציאל שלו , גם להשיג מעל למצופה וגם לסנכרן בכך את כל קו הייצור. בדרך מגלים גם על כח של קבוצה (אנשים, מכונות, גפרורים) ואולי גם נגלה כמה הארבי הוא איש מצחיק שתורם למורל. רק לא לשכוח שגם אחרי שמצאנו אולי פתאום מישהו קיבל מכה ויש הארבי חדש. וצריך להתחיל הכל מהתחלה ולמה האחרונים תמיד בסוף? כי לא שמו אותם בהתחלה או כי הם הצלמים",Gilly Rapoport,טכנולוגי,28,5,,"33",716
לינקדאין,Mar-21,https://www.linkedin.com/posts/gilly-rapoport-98b43992_myintelstory-iamintel-womenengineers-activity-6777500526960500736-j1aD,"בעבודה השניה שלי אמרו לי- משלמים מעט יחסית אבל נותנים בית ספר, הם צדקו וזו היתה עסקה מעולה עבורי בעבודה הבאה שלי- חיפשתי עבודה שתהיה קרובה הביתה ובלי שעות אחהצ, השכר היה בדיחה, האתגר המקצועי לא התאים לי ושנה אחכ ישבתי מול הצעת עבודה באינטל. באתי עם מספר בראש. הייתי מוכנה להלחם עליו. קיבלתי טיפ בשיעורי הבית שהכנתי לגבי התעקשות על דרגה ודברים שיש להגיד מראש. הם הציעו יותר. שחזרתי מהחלד הרביעי, זה היה חודש יולי, ידעתי שאני רוצה לעלות דרגה, ישבתי עם המנהלת שלי וידעתי שהיא לא תוכל להבטיח, ידעתי גם שחצי שנה הייתי בשמירת הריון/ חלד. והדרגה היא על ביצועים בין היתר שנתיים, הצבתי מול המנהלת את הרצון שלי וביקשתי הכוונה ותמרורים לאורך כל הדרך. הצבתי ציפיות על השולחן. זו היתה חצי שנה עמוסה ומשוגעת , הייתי ממוקדת ומכוונת. קיבלתי את הדרגה. פעמיים ניסו 'לחטוף' אותי מאינטל בשני המקרים זה נפל כי שציינתי את השכר המבוקש הייתי גם מוכנה להתעקש עליו. אני עומדת מאחורי החלטתי. לא תתפסו אותי לא מוכנה. אני אבקש דרגה ואת השכר הראוי על עבודתי. כמו שמקסין פסברג מציינת בפודקאסט - היה לי הכבוד לעבוד באינטל תחת שרביט ניהולה והפספוס שאני חשתי בפעם ההיא שהיא שאלה אותי במה אני טובה במיוחד וגמגמתי אני סוחבת איתי כשיעור להמשך הדרך.",Gilly Rapoport,תרבות ארגונית,19,2,,"21",483
